Year,Semester,Section,A,B,C,D,F,AtoF,GPA,I,S,U,Q,X,Total,Instructor
2020,Spring,MXET-375-502,10,5,0,0,1,16,3.437,0,0,0,0,0,16,SONG X
2020,Spring,MXET-375-503,2,3,1,1,0,7,2.857,0,0,0,0,0,7,SONG X
2020,Spring,MXET-400-500,3,4,0,0,1,8,3,0,0,0,0,0,8,LEE K
2020,Spring,MXET-635-600,6,0,0,0,0,6,4,0,0,0,0,0,6,ZHAN W
2020,Spring,TCMT-611-700,23,2,1,0,0,26,3.846,0,0,0,0,0,26,MARINI M
2020,Spring,TCMT-611-701,25,3,0,0,0,28,3.892,0,0,0,0,0,28,MARINI M
2020,Spring,TCMT-633-700,22,0,0,0,0,22,4,0,0,0,0,0,22,SPEED F
2020,Spring,TCMT-633-701,21,2,0,0,0,23,3.913,0,0,0,0,0,23,SPEED F
2020,Spring,TCMT-641-700,6,5,0,0,0,11,3.545,0,0,0,0,0,11,ZOGHI B
2020,Spring,TCMT-641-701,7,5,0,0,0,12,3.583,0,0,0,0,0,12,THOMPSON S
2020,Spring,TCMT-641-702,8,3,0,0,0,11,3.727,0,0,0,0,0,11,MODY R
2020,Spring,TCMT-641-703,3,8,0,0,0,11,3.272,0,0,0,0,0,11,ASSAD C
2020,Spring,TCMT-642-700,24,1,0,1,0,26,3.846,0,0,0,0,0,26,SPENCE E
2020,Spring,TCMT-642-701,27,0,1,0,0,28,3.928,0,0,0,0,0,28,SPENCE E
2020,Spring,ISEN-210-501,20,29,4,2,2,57,3.105,1,0,0,0,0,58,YADAV S
2020,Spring,ISEN-210-502,20,22,4,0,0,46,3.347,0,0,0,0,0,46,MCDONALD T
2020,Spring,ISEN-210-503,18,20,6,0,0,44,3.272,1,0,0,0,0,45,HEGDE S
2020,Spring,ISEN-210-504,4,7,3,0,0,14,3.071,1,0,0,0,0,15,YADAV S
2020,Spring,ISEN-230-501,19,18,22,3,4,66,2.681,1,0,0,0,0,67,WANG Y
2020,Spring,ISEN-230-502,17,14,20,11,4,66,2.439,0,0,0,1,0,67,WANG Y
2020,Spring,ISEN-289-501,18,7,5,0,0,30,3.433,0,0,0,0,0,30,WOLFF S
2020,Spring,ISEN-289-502,23,7,0,0,0,30,3.766,0,0,0,0,0,30,WOLFF S
2020,Spring,ISEN-302-501,61,15,5,1,0,82,3.658,0,0,0,0,0,82,RODRIGUEZ PARAS C
2020,Spring,ISEN-302-502,52,25,5,1,0,83,3.542,0,0,0,0,0,83,ZAHED K
2020,Spring,ISEN-302-503,62,15,6,1,0,84,3.642,0,0,0,0,0,84,HOSSEINIAN S
2020,Spring,ISEN-302-504,53,17,2,1,0,73,3.671,0,0,0,0,0,73,VIJAYARAGHAVAN V
2020,Spring,ISEN-310-501,20,20,6,0,0,46,3.304,0,0,0,1,0,47,ZOU N
2020,Spring,ISEN-310-502,20,37,8,0,0,65,3.184,0,0,0,0,0,65,XU J
2020,Spring,ISEN-320-501,9,7,11,3,2,32,2.562,0,0,0,0,0,32,MORENO CENTENO E
2020,Spring,ISEN-320-502,9,9,23,3,1,45,2.488,0,0,0,0,0,45,MORENO CENTENO E
2020,Spring,ISEN-320-503,19,11,19,4,0,53,2.849,0,0,0,0,0,53,BUTENKO S
2020,Spring,ISEN-330-901,35,11,2,0,0,48,3.687,0,0,0,0,0,48,MEHTA R
2020,Spring,ISEN-330-902,39,6,1,0,1,47,3.744,0,0,0,1,0,48,SASANGOHAR F
2020,Spring,ISEN-340-501,38,17,5,1,0,61,3.508,0,0,0,0,0,61,ZOU N
2020,Spring,ISEN-340-502,16,20,15,6,1,58,2.758,5,0,0,1,0,64,BAILEY J
2020,Spring,ISEN-350-501,15,36,7,1,0,59,3.101,0,0,0,0,0,59,BENNETT G
2020,Spring,ISEN-350-502,18,26,11,0,3,58,2.965,1,0,0,0,0,59,BENNETT G
2020,Spring,ISEN-355-501,8,22,22,5,2,59,2.491,0,0,0,0,0,59,VALDEZ-FLORES C
2020,Spring,ISEN-355-502,6,12,14,3,2,37,2.459,0,0,0,0,0,37,VALDEZ-FLORES C
2020,Spring,ISEN-370-501,22,16,2,0,0,40,3.5,0,0,0,3,0,43,CURRY G
2020,Spring,ISEN-370-502,9,12,17,0,0,38,2.789,0,0,0,0,0,38,WANG Y
2020,Spring,ISEN-405-500,34,26,10,2,0,72,3.277,0,0,0,0,0,72,WANG S
2020,Spring,ISEN-414-500,11,5,1,0,0,17,3.588,0,0,0,0,0,17,TUO R
2020,Spring,ISEN-434-501,30,20,3,0,1,54,3.444,1,0,0,0,0,55,CURRIE-GREGG N
2020,Spring,ISEN-442-501,75,20,0,0,1,96,3.75,0,0,0,0,0,96,KOPPA R
2020,Spring,ISEN-460-900,30,18,0,0,0,48,3.625,0,0,0,0,0,48,LAWLEY M
2020,Spring,ISEN-460-901,23,21,0,0,0,44,3.522,0,0,0,0,0,44,LAWLEY M
2020,Spring,ISEN-489-501,10,16,2,0,0,28,3.285,0,0,0,0,0,28,HOFFMANN RODRIGUEZ
2020,Spring,ISEN-489-502,11,10,6,2,0,29,3.034,0,0,0,0,0,29,HOFFMANN RODRIGUEZ
2020,Spring,ISEN-489-503,16,25,5,0,0,46,3.239,0,0,0,0,0,46,ELWANY A
2020,Spring,ISEN-489-504,7,12,1,0,0,20,3.3,0,0,0,0,0,20,ZHANG X
2020,Spring,ISEN-491-500,5,0,0,0,0,5,4,0,0,0,0,0,5,MCDONALD T
2020,Spring,ISEN-491-505,5,0,0,0,0,5,4,0,0,0,0,0,5,MEHTA R
2020,Spring,ISEN-602-600,12,1,1,0,0,14,3.785,0,0,0,0,0,14,FELDMAN R
2020,Spring,ISEN-608-600,36,2,0,0,0,38,3.947,0,0,0,0,0,38,PARSAEI H
2020,Spring,ISEN-608-700,8,0,0,0,0,8,4,0,0,0,0,0,8,PARSAEI H
2020,Spring,ISEN-613-600,40,5,2,1,0,48,3.75,0,0,0,0,0,48,ERRAGUNTLA M
2020,Spring,ISEN-613-700,3,2,0,0,0,5,3.6,0,0,0,0,0,5,EKSIN C
2020,Spring,ISEN-614-700,1,7,1,0,0,9,3,0,0,0,0,0,9,DING Y
2020,Spring,ISEN-616-600,44,22,0,0,0,66,3.666,0,0,0,0,0,66,DING Y
2020,Spring,ISEN-616-700,4,3,0,0,0,7,3.571,0,0,0,0,0,7,DING Y
2020,Spring,ISEN-617-600,15,10,0,0,0,25,3.6,0,0,0,0,0,25,GEUNES J
2020,Spring,ISEN-620-600,13,10,5,1,0,29,3.206,1,0,0,1,0,31,BAILEY J
2020,Spring,ISEN-620-700,10,0,0,0,0,10,4,0,0,0,0,0,10,BUTENKO S
2020,Spring,ISEN-623-600,11,13,3,1,0,28,3.214,0,0,0,0,0,28,APRAHAMIAN H
2020,Spring,ISEN-625-600,6,24,11,0,0,41,2.878,0,0,0,0,0,41,BANERJEE A
2020,Spring,ISEN-625-700,0,4,3,1,0,8,2.375,0,0,0,0,0,8,BANERJEE A
2020,Spring,ISEN-631-600,16,3,1,0,0,20,3.75,0,0,0,0,0,20,FERRIS T
2020,Spring,ISEN-637-600,12,3,0,0,0,15,3.8,0,0,0,0,0,15,GARCIA A
2020,Spring,ISEN-663-600,23,3,0,0,0,26,3.884,0,0,0,0,0,26,GRAUL M
2020,Spring,ISEN-663-700,11,0,0,0,0,11,4,0,0,0,0,0,11,GRAUL M
2020,Spring,ISEN-667-600,25,14,1,0,0,40,3.6,0,0,0,0,0,40,SMITH D
2020,Spring,ISEN-667-700,3,2,0,0,0,5,3.6,0,0,0,0,0,5,SMITH D
2020,Spring,ISEN-668-600,16,1,0,0,0,17,3.941,1,0,0,0,0,18,BUTENKO S
2020,Spring,ISEN-671-600,21,7,0,0,0,28,3.75,0,0,0,0,0,28,CURRIE-GREGG N
2020,Spring,ISEN-671-700,9,6,0,0,0,15,3.6,0,0,0,0,0,15,CURRIE-GREGG N
2020,Spring,ISEN-689-601,26,0,0,0,0,26,4,0,0,0,0,0,26,EKSIN C
2020,Spring,ISEN-689-602,4,3,0,0,0,7,3.571,0,0,0,0,0,7,ZHANG X
2020,Spring,MSEN-210-500,10,24,23,2,0,59,2.711,0,0,0,0,0,59,ARROYAVE R
2020,Spring,MSEN-222-501,16,11,7,0,1,35,3.171,0,0,0,0,0,35,OZMETIN A
2020,Spring,MSEN-222-502,12,4,1,0,0,17,3.647,0,0,0,0,0,17,CASE R
2020,Spring,MSEN-222-503,24,16,3,0,0,43,3.488,0,0,0,0,0,43,OZMETIN A
2020,Spring,MSEN-222-504,17,6,2,0,0,25,3.6,0,0,0,0,0,25,FULVIO P
2020,Spring,MSEN-222-505,3,16,5,0,0,24,2.916,0,0,0,0,0,24,CREASY T
2020,Spring,MSEN-250-200,5,1,0,0,0,6,3.833,0,0,0,0,0,6,PENTZER E
2020,Spring,MSEN-250-500,15,28,4,0,0,47,3.234,0,0,0,0,0,47,PENTZER E
2020,Spring,MSEN-260-500,12,27,26,4,0,69,2.681,0,0,0,0,0,69,SHAMBERGER P
2020,Spring,MSEN-281-500,63,0,0,0,0,63,4,0,0,0,0,0,63,KARAMAN I
2020,Spring,MSEN-301-500,4,5,0,0,0,9,3.444,0,0,0,0,0,9,RADOVIC M
2020,Spring,MSEN-301-501,3,4,2,0,0,9,3.111,0,0,0,0,0,9,RADOVIC M
2020,Spring,MSEN-301-502,0,8,1,0,0,9,2.888,0,0,0,0,0,9,RADOVIC M
2020,Spring,MSEN-301-503,2,5,1,0,1,9,2.777,0,0,0,0,0,9,RADOVIC M
2020,Spring,MSEN-301-504,0,6,1,1,0,8,2.625,0,0,0,0,0,8,RADOVIC M
2020,Spring,MSEN-301-505,2,3,4,0,0,9,2.777,0,0,0,0,0,9,RADOVIC M
2020,Spring,MSEN-301-506,0,2,6,1,0,9,2.111,0,0,0,0,0,9,RADOVIC M
2020,Spring,MSEN-325-500,5,22,12,0,0,39,2.82,1,0,0,0,0,40,QIAN X
2020,Spring,MSEN-330-500,12,7,8,1,0,28,3.071,0,0,0,0,0,28,CAGIN T
2020,Spring,MSEN-360-500,0,7,1,1,0,9,2.666,0,0,0,0,0,9,KOLLURU P
2020,Spring,MSEN-360-501,3,5,0,0,0,8,3.375,0,0,0,0,0,8,KOLLURU P
2020,Spring,MSEN-360-502,4,2,2,0,0,8,3.25,0,0,0,0,0,8,KOLLURU P
2020,Spring,MSEN-360-503,1,7,1,0,0,9,3,0,0,0,0,0,9,KOLLURU P
2020,Spring,MSEN-380-900,21,43,3,0,1,68,3.22,1,0,0,0,0,69,HARTWIG K
2020,Spring,MSEN-400-500,2,5,1,0,0,8,3.125,0,0,0,0,0,8,TU Q
2020,Spring,MSEN-400-501,6,2,0,0,0,8,3.75,0,0,0,0,0,8,TU Q
2020,Spring,MSEN-400-502,0,9,0,0,0,9,3,0,0,0,0,0,9,TU Q
2020,Spring,MSEN-400-503,1,7,0,0,0,8,3.125,0,0,0,0,0,8,TU Q
2020,Spring,MSEN-400-504,1,5,2,0,0,8,2.875,0,0,0,0,0,8,TU Q
2020,Spring,MSEN-444-500,5,1,0,0,0,6,3.833,0,0,0,0,0,6,CASTANEDA-LOPEZ H
2020,Spring,MSEN-489-500,6,1,0,0,0,7,3.857,0,0,0,0,0,7,CREASY T
2020,Spring,MSEN-489-501,4,3,0,0,0,7,3.571,0,0,0,0,0,7,PARAMORE J
2020,Spring,MSEN-602-600,27,21,11,0,1,60,3.216,0,0,0,0,1,61,CAGIN T
2020,Spring,MSEN-606-600,5,8,0,0,1,14,3.142,0,0,0,0,0,14,NARAGHI M
2020,Spring,MSEN-612-600,5,2,0,0,0,7,3.714,0,1,0,0,0,8,XIE K
2020,Spring,MSEN-612-601,7,1,0,0,0,8,3.875,0,0,0,0,0,8,XIE K
2020,Spring,MSEN-618-600,13,0,0,0,0,13,4,0,0,0,0,0,13,CREASY T
2020,Spring,MSEN-619-601,6,0,0,0,0,6,4,0,0,0,0,0,6,AHMED K
2020,Spring,MSEN-620-600,10,19,0,0,0,29,3.344,1,0,0,0,0,30,DEMKOWICZ M
2020,Spring,MSEN-625-600,7,6,2,0,0,15,3.333,0,0,0,0,0,15,SRIVASTAVA A
2020,Spring,MSEN-626-600,11,1,0,0,0,12,3.916,0,0,0,0,0,12,SU H
2020,Spring,MSEN-644-600,11,0,0,0,0,11,4,0,0,0,0,0,11,CASTANEDA-LOPEZ H
2020,Spring,MSEN-655-600,14,0,0,0,0,14,4,0,0,0,0,0,14,ARROYAVE R
2020,Spring,MSEN-666-600,9,6,2,0,0,17,3.411,0,0,0,0,0,17,PHARR G
2020,Spring,MSEN-689-601,13,2,0,0,0,15,3.866,0,0,0,0,0,15,PARAMORE J
2020,Spring,MEEN-210-501,44,3,0,0,0,47,3.936,0,0,0,0,0,47,MOHIUDDIN M
2020,Spring,MEEN-210-503,55,10,2,0,0,67,3.791,1,0,0,0,0,68,KRISHNAMURTHY V
2020,Spring,MEEN-210-505,56,8,2,2,0,68,3.735,0,0,0,0,0,68,MOHIUDDIN M
2020,Spring,MEEN-221-501,9,18,29,9,18,83,1.891,0,0,0,0,0,83,CORLETO-MENA C
2020,Spring,MEEN-221-502,15,43,22,3,3,86,2.744,0,0,0,0,0,86,JONES W
2020,Spring,MEEN-221-503,15,27,17,10,15,84,2.202,3,0,0,0,0,87,MCVAY M
2020,Spring,MEEN-221-505,19,26,14,6,14,79,2.379,7,0,0,0,0,86,MCVAY M
2020,Spring,MEEN-221-507,4,2,1,0,0,7,3.428,0,0,0,0,0,7,ALVARADO L
2020,Spring,MEEN-221-510,1,1,4,0,0,6,2.5,0,0,0,0,0,6,BROOKS R
2020,Spring,MEEN-221-511,1,1,4,0,0,6,2.5,0,0,0,0,0,6,BALL D
2020,Spring,MEEN-222-501,15,11,4,0,1,31,3.258,0,0,0,1,0,32,OZMETIN A
2020,Spring,MEEN-222-502,27,7,3,0,0,37,3.648,0,0,0,1,0,38,CASE R
2020,Spring,MEEN-222-503,24,15,6,0,0,45,3.4,0,0,0,0,0,45,OZMETIN A
2020,Spring,MEEN-222-504,30,8,0,0,1,39,3.692,0,0,0,0,0,39,FULVIO P
2020,Spring,MEEN-222-505,17,19,3,0,0,39,3.358,0,0,0,0,0,39,CREASY T
2020,Spring,MEEN-225-502,23,37,20,4,6,90,2.744,0,0,0,0,0,90,COPE D
2020,Spring,MEEN-260-504,8,12,1,1,0,22,3.227,0,0,0,0,0,22,LEE C
2020,Spring,MEEN-260-505,8,7,1,0,2,18,3.055,0,0,0,0,0,18,LEE C
2020,Spring,MEEN-260-506,9,6,6,0,0,21,3.142,0,0,0,0,0,21,LEE C
2020,Spring,MEEN-289-500,17,0,0,0,0,17,0,0,0,0,0,0,17,SCHMITT A
2020,Spring,MEEN-315-201,28,23,8,0,0,59,3.338,0,0,0,0,0,59,KULATILAKA W
2020,Spring,MEEN-315-503,8,27,26,13,2,76,2.342,0,0,0,0,0,76,HAJIMIRZA S
2020,Spring,MEEN-315-505,21,38,14,1,7,81,2.802,0,0,0,1,0,82,ANTAO D
2020,Spring,MEEN-315-506,26,42,20,5,0,93,2.956,0,0,0,0,0,93,CHAROENPHOL P
2020,Spring,MEEN-315-507,40,47,1,4,0,92,3.336,1,0,0,0,0,93,LAN S
2020,Spring,MEEN-315-508,21,42,24,2,2,91,2.857,0,0,0,0,0,91,ZAMBRANO B
2020,Spring,MEEN-315-550,4,3,2,0,0,9,3.222,0,0,0,0,0,9,PARIHAR A
2020,Spring,MEEN-344-501,11,11,20,12,2,56,2.303,0,0,0,0,0,56,BORAZJANI I
2020,Spring,MEEN-344-502,14,16,17,4,3,54,2.629,0,0,0,1,0,55,TSEREGOUNIS S
2020,Spring,MEEN-345-501,6,7,2,0,0,15,3.266,0,0,0,0,0,15,KIM H
2020,Spring,MEEN-345-502,8,10,0,0,0,18,3.444,0,0,0,0,0,18,KIM H
2020,Spring,MEEN-345-503,7,4,2,0,0,13,3.384,0,0,0,0,0,13,KIM H
2020,Spring,MEEN-345-504,5,6,0,0,0,11,3.454,0,0,0,0,0,11,KIM H
2020,Spring,MEEN-345-505,7,5,0,0,0,12,3.583,0,0,0,0,0,12,KIM H
2020,Spring,MEEN-345-506,11,7,0,0,0,18,3.611,0,0,0,0,0,18,KIM H
2020,Spring,MEEN-345-507,5,4,0,0,0,9,3.555,0,0,0,0,0,9,KIM H
2020,Spring,MEEN-345-508,4,2,0,0,0,6,3.666,0,0,0,0,0,6,KIM H
2020,Spring,MEEN-357-501,11,12,2,0,0,25,3.36,0,0,0,0,0,25,GOENEZEN S
2020,Spring,MEEN-357-502,38,37,10,3,1,89,3.213,0,0,0,0,0,89,FREED A
2020,Spring,MEEN-360-500,36,26,11,0,2,75,3.253,0,0,0,0,0,75,CORLETO-MENA C
2020,Spring,MEEN-360-502,18,45,29,0,0,92,2.88,0,0,0,0,0,92,BALAWI S
2020,Spring,MEEN-361-500,8,4,0,0,0,12,3.666,0,0,0,0,0,12,BALAWI S
2020,Spring,MEEN-361-501,15,0,0,0,0,15,4,0,0,0,0,0,15,BALAWI S
2020,Spring,MEEN-361-502,11,1,0,0,0,12,3.916,0,0,0,0,0,12,BALAWI S
2020,Spring,MEEN-361-503,15,1,0,0,0,16,3.937,0,0,0,0,0,16,BALAWI S
2020,Spring,MEEN-361-504,15,0,1,0,0,16,3.875,0,0,0,0,0,16,BALAWI S
2020,Spring,MEEN-361-505,14,1,1,0,0,16,3.812,0,0,0,0,0,16,BALAWI S
2020,Spring,MEEN-361-506,15,1,0,0,0,16,3.937,0,0,0,0,0,16,BALAWI S
2020,Spring,MEEN-361-507,11,3,0,0,0,14,3.785,0,0,0,0,0,14,BALAWI S
2020,Spring,MEEN-361-508,12,2,2,0,0,16,3.625,0,0,0,0,0,16,BALAWI S
2020,Spring,MEEN-361-510,12,1,0,0,0,13,3.923,0,0,0,0,0,13,BALAWI S
2020,Spring,MEEN-361-511,11,4,0,0,0,15,3.733,0,0,0,0,0,15,BALAWI S
2020,Spring,MEEN-363-502,23,25,15,1,0,64,3.093,0,0,0,1,0,65,GOENEZEN S
2020,Spring,MEEN-363-503,4,22,17,1,0,44,2.659,1,0,0,0,0,45,RATHINAM S
2020,Spring,MEEN-364-501,10,7,2,0,0,19,3.421,0,0,0,0,0,19,KIM W
2020,Spring,MEEN-364-502,6,10,3,0,0,19,3.157,0,0,0,0,0,19,KIM W
2020,Spring,MEEN-364-503,8,6,4,1,1,20,2.95,0,0,0,0,0,20,KIM W
2020,Spring,MEEN-364-504,8,11,2,0,0,21,3.285,0,0,0,0,0,21,KIM W
2020,Spring,MEEN-364-505,12,5,3,0,0,20,3.45,0,0,0,0,0,20,PALAZZOLO A
2020,Spring,MEEN-364-506,9,8,4,0,0,21,3.238,0,0,0,0,0,21,PALAZZOLO A
2020,Spring,MEEN-364-507,9,10,1,0,0,20,3.4,0,0,0,0,0,20,PALAZZOLO A
2020,Spring,MEEN-364-508,10,5,1,0,0,16,3.562,0,0,0,0,0,16,PALAZZOLO A
2020,Spring,MEEN-364-509,11,5,2,0,0,18,3.5,0,0,0,0,0,18,PALAZZOLO A
2020,Spring,MEEN-364-510,17,5,0,0,0,22,3.772,0,0,0,0,0,22,PALAZZOLO A
2020,Spring,MEEN-364-511,12,6,1,0,0,19,3.578,0,0,0,0,0,19,PALAZZOLO A
2020,Spring,MEEN-364-512,0,10,4,0,1,15,2.533,0,0,0,0,0,15,PALAZZOLO A
2020,Spring,MEEN-364-513,10,9,0,0,1,20,3.35,0,0,0,0,0,20,PALAZZOLO A
2020,Spring,MEEN-364-514,6,8,6,0,0,20,3,0,0,0,0,0,20,PALAZZOLO A
2020,Spring,MEEN-364-515,6,7,2,0,1,16,3.062,0,0,0,0,0,16,PALAZZOLO A
2020,Spring,MEEN-364-516,7,10,5,0,0,22,3.09,0,0,0,0,0,22,PALAZZOLO A
2020,Spring,MEEN-368-508,31,38,8,1,1,79,3.227,0,0,0,0,0,79,SUH C
2020,Spring,MEEN-368-509,42,55,1,1,0,99,3.393,0,0,0,0,0,99,SRINIVASA A
2020,Spring,MEEN-368-510,33,55,8,3,1,100,3.16,0,0,0,0,0,100,SRINIVASA A
2020,Spring,MEEN-368-511,9,14,5,2,0,30,3,0,0,0,2,0,32,BENJAMIN C
2020,Spring,MEEN-381-501,25,0,0,0,0,25,4,0,0,0,0,0,25,POLYCARPOU A
2020,Spring,MEEN-381-502,24,0,0,0,0,24,3.84,0,0,1,0,0,25,POLYCARPOU A
2020,Spring,MEEN-381-503,20,4,0,0,0,24,3.833,0,0,0,0,0,24,POLYCARPOU A
2020,Spring,MEEN-381-504,23,0,0,0,0,23,3.833,0,0,1,0,0,24,POLYCARPOU A
2020,Spring,MEEN-381-505,23,1,0,0,0,24,3.958,0,0,0,0,0,24,POLYCARPOU A
2020,Spring,MEEN-381-506,23,0,0,0,0,23,4,0,0,0,0,0,23,POLYCARPOU A
2020,Spring,MEEN-381-507,21,4,0,0,0,25,3.84,0,0,0,0,0,25,POLYCARPOU A
2020,Spring,MEEN-381-508,25,0,0,0,0,25,4,0,0,0,0,0,25,POLYCARPOU A
2020,Spring,MEEN-381-509,20,3,0,0,0,23,3.869,0,0,0,1,0,24,POLYCARPOU A
2020,Spring,MEEN-381-510,19,2,0,0,0,21,3.904,0,0,0,0,0,21,POLYCARPOU A
2020,Spring,MEEN-401-501,19,0,0,0,0,19,4,0,0,0,0,0,19,TSENN J
2020,Spring,MEEN-401-502,17,0,0,0,0,17,4,0,0,0,0,0,17,TSENN J
2020,Spring,MEEN-401-503,33,1,1,0,0,35,3.914,0,0,0,0,0,35,TSENN J
2020,Spring,MEEN-401-505,10,6,0,0,0,16,3.625,0,0,0,0,0,16,TSENN J
2020,Spring,MEEN-401-507,15,3,0,0,0,18,3.833,0,0,0,0,0,18,TSENN J
2020,Spring,MEEN-402-501,23,0,0,0,0,23,4,0,0,0,0,0,23,LEWIS H
2020,Spring,MEEN-402-502,19,6,0,0,0,25,3.76,0,0,0,0,0,25,LEWIS H
2020,Spring,MEEN-402-503,19,0,0,0,0,19,4,0,0,0,0,0,19,LEWIS H
2020,Spring,MEEN-402-504,19,4,1,0,0,24,3.75,0,0,0,0,0,24,LEWIS H
2020,Spring,MEEN-402-505,25,0,0,0,0,25,4,0,0,0,0,0,25,MOHIUDDIN M
2020,Spring,MEEN-402-506,25,0,0,0,0,25,4,0,0,0,0,0,25,MOHIUDDIN M
2020,Spring,MEEN-402-507,24,0,0,0,0,24,4,0,0,0,0,0,24,MOHIUDDIN M
2020,Spring,MEEN-402-508,16,6,0,0,0,22,3.727,0,0,0,0,0,22,MOHIUDDIN M
2020,Spring,MEEN-402-509,26,0,0,0,0,26,4,0,0,0,0,0,26,MOHIUDDIN M
2020,Spring,MEEN-402-510,26,0,0,0,0,26,4,0,0,0,0,0,26,MOHIUDDIN M
2020,Spring,MEEN-402-511,25,0,0,0,0,25,4,0,0,0,0,0,25,MOHIUDDIN M
2020,Spring,MEEN-404-900,15,9,1,0,0,25,3.56,0,0,0,0,0,25,KIM Y
2020,Spring,MEEN-404-901,18,6,1,0,0,25,3.68,0,0,0,0,0,25,KIM Y
2020,Spring,MEEN-404-902,8,12,2,0,0,22,3.272,1,0,0,0,0,23,KIM Y
2020,Spring,MEEN-404-905,10,8,0,0,0,18,3.555,1,0,0,0,0,19,CHAROENPHOL P
2020,Spring,MEEN-404-906,10,7,1,0,0,18,3.5,0,0,0,0,0,18,CHAROENPHOL P
2020,Spring,MEEN-408-500,8,4,3,0,0,15,3.333,0,0,0,1,0,16,HUR P
2020,Spring,MEEN-410-500,6,19,9,0,0,34,2.911,0,0,0,0,0,34,JACOBS T
2020,Spring,MEEN-421-501,47,18,1,0,2,68,3.588,0,0,0,0,0,68,WEN S
2020,Spring,MEEN-421-502,38,34,17,1,0,90,3.211,0,0,0,0,0,90,HAGLUND J
2020,Spring,MEEN-431-500,15,22,17,1,0,55,2.927,0,0,0,0,0,55,KIM W
2020,Spring,MEEN-432-500,11,4,0,0,0,15,3.733,0,0,0,0,0,15,GOPALSWAMY S
2020,Spring,MEEN-436-500,92,7,1,0,0,100,3.91,0,0,0,0,0,100,PATE M
2020,Spring,MEEN-439-500,23,9,1,0,0,33,3.666,0,0,0,0,0,33,DENG W
2020,Spring,MEEN-440-500,23,5,0,0,0,28,3.821,0,0,0,0,0,28,LAYTON A
2020,Spring,MEEN-442-501,20,3,2,0,0,25,3.72,0,0,0,0,0,25,LEWIS H
2020,Spring,MEEN-453-500,12,15,2,0,0,29,3.344,0,0,0,1,0,30,TAI L
2020,Spring,MEEN-459-500,6,7,1,0,0,14,3.357,0,0,0,0,0,14,KIM Y
2020,Spring,MEEN-460-500,23,17,1,0,0,41,3.536,0,0,0,0,0,41,LIANG H
2020,Spring,MEEN-461-201,3,3,0,0,0,6,3.5,0,0,0,0,0,6,FELTS J
2020,Spring,MEEN-461-501,30,45,14,2,2,93,3.064,0,0,0,0,0,93,FELTS J
2020,Spring,MEEN-461-502,20,57,22,1,0,100,2.96,0,0,0,0,0,100,KIM H
2020,Spring,MEEN-461-503,10,18,7,6,5,46,2.478,0,0,0,0,0,46,BANERJEE D
2020,Spring,MEEN-461-505,26,43,7,0,1,77,3.207,0,0,0,0,0,77,WEN S
2020,Spring,MEEN-463-500,2,3,0,0,0,5,3.4,0,0,0,0,0,5,CATON J
2020,Spring,MEEN-464-501,10,6,0,0,0,16,3.625,0,0,0,0,0,16,KIM H
2020,Spring,MEEN-464-502,9,7,0,0,0,16,3.562,0,0,0,0,0,16,KIM H
2020,Spring,MEEN-464-503,5,10,1,0,0,16,3.25,0,0,0,0,0,16,KIM H
2020,Spring,MEEN-464-504,10,6,0,0,0,16,3.625,0,0,0,0,0,16,KIM H
2020,Spring,MEEN-464-505,6,10,0,0,0,16,3.375,0,0,0,0,0,16,KIM H
2020,Spring,MEEN-464-506,5,9,0,0,1,15,3.133,0,0,0,0,0,15,KIM H
2020,Spring,MEEN-464-507,15,1,0,0,0,16,3.937,0,0,0,0,0,16,KIM H
2020,Spring,MEEN-464-508,5,11,0,0,0,16,3.312,0,0,0,0,0,16,KIM H
2020,Spring,MEEN-464-509,8,5,0,0,0,13,3.615,0,0,0,0,0,13,KIM H
2020,Spring,MEEN-464-510,11,4,0,0,0,15,3.733,0,0,0,0,0,15,KIM H
2020,Spring,MEEN-464-511,6,5,1,0,0,12,3.416,0,0,0,0,0,12,KIM H
2020,Spring,MEEN-464-512,11,5,0,0,0,16,3.687,0,0,0,0,0,16,KIM H
2020,Spring,MEEN-464-513,10,3,0,0,0,13,3.769,0,0,0,0,0,13,KIM H
2020,Spring,MEEN-464-514,9,7,0,0,0,16,3.562,0,0,0,0,0,16,KIM H
2020,Spring,MEEN-464-515,9,7,0,0,0,16,3.562,0,0,0,0,0,16,KIM H
2020,Spring,MEEN-464-516,8,7,1,0,0,16,3.437,0,0,0,0,0,16,KIM H
2020,Spring,MEEN-467-500,14,10,8,1,0,33,3.121,0,0,0,1,0,34,PHARR M
2020,Spring,MEEN-475-501,22,42,12,1,1,78,3.064,0,0,0,0,0,78,CORLETO-MENA C
2020,Spring,MEEN-475-502,49,35,3,0,0,87,3.528,0,0,0,0,0,87,AMIRI A
2020,Spring,MEEN-485-555,1,4,0,0,0,5,3.2,0,0,0,0,0,5,SRINIVASA A
2020,Spring,MEEN-489-500,11,5,0,0,0,16,3.687,1,0,0,0,0,17,HIPWELL M
2020,Spring,MEEN-489-501,24,3,1,0,0,28,3.821,0,0,0,0,0,28,MALAK R
2020,Spring,MEEN-489-503,20,10,4,0,0,34,3.47,0,0,0,0,0,34,HAGLUND J
2020,Spring,MEEN-489-504,14,14,5,0,0,33,3.272,1,0,0,0,0,34,MULIANA H
